,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
K[UNIMOD:362]->C[UNIMOD:198],K[UNIMOD:362],292.15519099999995,C[UNIMOD:198],292.19813700000003
C[UNIMOD:198]->K[UNIMOD:362],C[UNIMOD:198],292.19813700000003,K[UNIMOD:362],292.15519099999995
C[UNIMOD:301]->T[UNIMOD:490],C[UNIMOD:301],293.083418,T[UNIMOD:490],293.111068
T[UNIMOD:490]->C[UNIMOD:301],T[UNIMOD:490],293.111068,C[UNIMOD:301],293.083418
H[UNIMOD:2037]->Y[UNIMOD:1032],H[UNIMOD:2037],298.09133199999997,Y[UNIMOD:1032],298.09535800000003
H[UNIMOD:2037]->K[UNIMOD:1255],H[UNIMOD:2037],298.09133199999997,K[UNIMOD:1255],298.108241
H[UNIMOD:2037]->K[UNIMOD:302],H[UNIMOD:2037],298.09133199999997,K[UNIMOD:302],298.131739
Y[UNIMOD:1032]->K[UNIMOD:1255],Y[UNIMOD:1032],298.09535800000003,K[UNIMOD:1255],298.108241
Y[UNIMOD:1032]->K[UNIMOD:302],Y[UNIMOD:1032],298.09535800000003,K[UNIMOD:302],298.131739
Y[UNIMOD:1032]->K[UNIMOD:194],Y[UNIMOD:1032],298.09535800000003,K[UNIMOD:194],298.142973
Y[UNIMOD:1032]->H[UNIMOD:2037],Y[UNIMOD:1032],298.09535800000003,H[UNIMOD:2037],298.09133199999997
K[UNIMOD:1255]->K[UNIMOD:302],K[UNIMOD:1255],298.108241,K[UNIMOD:302],298.131739
K[UNIMOD:1255]->K[UNIMOD:194],K[UNIMOD:1255],298.108241,K[UNIMOD:194],298.142973
K[UNIMOD:1255]->Y[UNIMOD:1032],K[UNIMOD:1255],298.108241,Y[UNIMOD:1032],298.09535800000003
K[UNIMOD:1255]->H[UNIMOD:2037],K[UNIMOD:1255],298.108241,H[UNIMOD:2037],298.09133199999997
K[UNIMOD:302]->K[UNIMOD:194],K[UNIMOD:302],298.131739,K[UNIMOD:194],298.142973
K[UNIMOD:302]->K[UNIMOD:1255],K[UNIMOD:302],298.131739,K[UNIMOD:1255],298.108241
K[UNIMOD:302]->Y[UNIMOD:1032],K[UNIMOD:302],298.131739,Y[UNIMOD:1032],298.09535800000003
K[UNIMOD:302]->H[UNIMOD:2037],K[UNIMOD:302],298.131739,H[UNIMOD:2037],298.09133199999997
K[UNIMOD:194]->K[UNIMOD:302],K[UNIMOD:194],298.142973,K[UNIMOD:302],298.131739
K[UNIMOD:194]->K[UNIMOD:1255],K[UNIMOD:194],298.142973,K[UNIMOD:1255],298.108241
K[UNIMOD:194]->Y[UNIMOD:1032],K[UNIMOD:194],298.142973,Y[UNIMOD:1032],298.09535800000003
Y[UNIMOD:725]->H[UNIMOD:727],Y[UNIMOD:725],299.092261,H[UNIMOD:727],299.13987699999996
H[UNIMOD:727]->Y[UNIMOD:725],H[UNIMOD:727],299.13987699999996,Y[UNIMOD:725],299.092261
H[UNIMOD:2033]->K[UNIMOD:1900],H[UNIMOD:2033],300.089224,K[UNIMOD:1900],300.10785
K[UNIMOD:1900]->R[UNIMOD:949],K[UNIMOD:1900],300.10785,R[UNIMOD:949],300.143369
K[UNIMOD:1900]->K[UNIMOD:767],K[UNIMOD:1900],300.10785,K[UNIMOD:767],300.14739
K[UNIMOD:1900]->H[UNIMOD:2033],K[UNIMOD:1900],300.10785,H[UNIMOD:2033],300.089224
R[UNIMOD:949]->K[UNIMOD:767],R[UNIMOD:949],300.143369,K[UNIMOD:767],300.14739
R[UNIMOD:949]->K[UNIMOD:1900],R[UNIMOD:949],300.143369,K[UNIMOD:1900],300.10785
K[UNIMOD:767]->R[UNIMOD:949],K[UNIMOD:767],300.14739,R[UNIMOD:949],300.143369
K[UNIMOD:767]->K[UNIMOD:1900],K[UNIMOD:767],300.14739,K[UNIMOD:1900],300.10785
K[UNIMOD:1879]->K[UNIMOD:457],K[UNIMOD:1879],303.125274,K[UNIMOD:457],303.137159
K[UNIMOD:1879]->Y[UNIMOD:888],K[UNIMOD:1879],303.125274,Y[UNIMOD:888],303.158293
K[UNIMOD:457]->Y[UNIMOD:888],K[UNIMOD:457],303.137159,Y[UNIMOD:888],303.158293
K[UNIMOD:457]->K[UNIMOD:1879],K[UNIMOD:457],303.137159,K[UNIMOD:1879],303.125274
Y[UNIMOD:888]->K[UNIMOD:457],Y[UNIMOD:888],303.158293,K[UNIMOD:457],303.137159
Y[UNIMOD:888]->K[UNIMOD:1879],Y[UNIMOD:888],303.158293,K[UNIMOD:1879],303.125274
K[UNIMOD:1878]->T[UNIMOD:43],K[UNIMOD:1878],304.10929,T[UNIMOD:43],304.127053
T[UNIMOD:43]->Y[UNIMOD:525],T[UNIMOD:43],304.127053,Y[UNIMOD:525],304.161648
T[UNIMOD:43]->K[UNIMOD:1878],T[UNIMOD:43],304.127053,K[UNIMOD:1878],304.10929
Y[UNIMOD:525]->T[UNIMOD:43],Y[UNIMOD:525],304.161648,T[UNIMOD:43],304.127053
C[UNIMOD:291]->T[UNIMOD:2006],C[UNIMOD:291],304.979807,T[UNIMOD:2006],304.998667
T[UNIMOD:2006]->C[UNIMOD:291],T[UNIMOD:2006],304.998667,C[UNIMOD:291],304.979807
H[UNIMOD:1255]->S[UNIMOD:2022],H[UNIMOD:1255],307.072191,S[UNIMOD:2022],307.090333
S[UNIMOD:2022]->H[UNIMOD:1255],S[UNIMOD:2022],307.090333,H[UNIMOD:1255],307.072191
Y[UNIMOD:533]->Y[UNIMOD:214],Y[UNIMOD:533],307.162929,Y[UNIMOD:214],307.165393
Y[UNIMOD:533]->Y[UNIMOD:889],Y[UNIMOD:533],307.162929,Y[UNIMOD:889],307.165393
Y[UNIMOD:533]->Y[UNIMOD:532],Y[UNIMOD:533],307.162929,Y[UNIMOD:532],307.16924800000004
Y[UNIMOD:533]->C[UNIMOD:44],Y[UNIMOD:533],307.162929,C[UNIMOD:44],307.196991
Y[UNIMOD:214]->Y[UNIMOD:889],Y[UNIMOD:214],307.165393,Y[UNIMOD:889],307.165393
Y[UNIMOD:214]->Y[UNIMOD:532],Y[UNIMOD:214],307.165393,Y[UNIMOD:532],307.16924800000004
Y[UNIMOD:214]->C[UNIMOD:44],Y[UNIMOD:214],307.165393,C[UNIMOD:44],307.196991
Y[UNIMOD:214]->Y[UNIMOD:533],Y[UNIMOD:214],307.165393,Y[UNIMOD:533],307.162929
Y[UNIMOD:889]->Y[UNIMOD:532],Y[UNIMOD:889],307.165393,Y[UNIMOD:532],307.16924800000004
Y[UNIMOD:889]->C[UNIMOD:44],Y[UNIMOD:889],307.165393,C[UNIMOD:44],307.196991
Y[UNIMOD:889]->Y[UNIMOD:214],Y[UNIMOD:889],307.165393,Y[UNIMOD:214],307.165393
Y[UNIMOD:889]->Y[UNIMOD:533],Y[UNIMOD:889],307.165393,Y[UNIMOD:533],307.162929
Y[UNIMOD:532]->C[UNIMOD:44],Y[UNIMOD:532],307.16924800000004,C[UNIMOD:44],307.196991
Y[UNIMOD:532]->Y[UNIMOD:889],Y[UNIMOD:532],307.16924800000004,Y[UNIMOD:889],307.165393
Y[UNIMOD:532]->Y[UNIMOD:214],Y[UNIMOD:532],307.16924800000004,Y[UNIMOD:214],307.165393
Y[UNIMOD:532]->Y[UNIMOD:533],Y[UNIMOD:532],307.16924800000004,Y[UNIMOD:533],307.162929
C[UNIMOD:44]->Y[UNIMOD:532],C[UNIMOD:44],307.196991,Y[UNIMOD:532],307.16924800000004
C[UNIMOD:44]->Y[UNIMOD:889],C[UNIMOD:44],307.196991,Y[UNIMOD:889],307.165393
C[UNIMOD:44]->Y[UNIMOD:214],C[UNIMOD:44],307.196991,Y[UNIMOD:214],307.165393
C[UNIMOD:44]->Y[UNIMOD:533],C[UNIMOD:44],307.196991,Y[UNIMOD:533],307.162929
Y[UNIMOD:1321]->Y[UNIMOD:1323],Y[UNIMOD:1321],308.18333,Y[UNIMOD:1323],308.191637
Y[UNIMOD:1321]->Y[UNIMOD:1322],Y[UNIMOD:1321],308.18333,Y[UNIMOD:1322],308.195493
Y[UNIMOD:1321]->Y[UNIMOD:1324],Y[UNIMOD:1321],308.18333,Y[UNIMOD:1324],308.203801
Y[UNIMOD:1323]->Y[UNIMOD:1322],Y[UNIMOD:1323],308.191637,Y[UNIMOD:1322],308.195493
Y[UNIMOD:1323]->Y[UNIMOD:1324],Y[UNIMOD:1323],308.191637,Y[UNIMOD:1324],308.203801
Y[UNIMOD:1323]->Y[UNIMOD:1321],Y[UNIMOD:1323],308.191637,Y[UNIMOD:1321],308.18333
Y[UNIMOD:1322]->Y[UNIMOD:1324],Y[UNIMOD:1322],308.195493,Y[UNIMOD:1324],308.203801
Y[UNIMOD:1322]->Y[UNIMOD:1323],Y[UNIMOD:1322],308.195493,Y[UNIMOD:1323],308.191637
Y[UNIMOD:1322]->Y[UNIMOD:1321],Y[UNIMOD:1322],308.195493,Y[UNIMOD:1321],308.18333
Y[UNIMOD:1324]->Y[UNIMOD:1322],Y[UNIMOD:1324],308.203801,Y[UNIMOD:1322],308.195493
Y[UNIMOD:1324]->Y[UNIMOD:1323],Y[UNIMOD:1324],308.203801,Y[UNIMOD:1323],308.191637
Y[UNIMOD:1324]->Y[UNIMOD:1321],Y[UNIMOD:1324],308.203801,Y[UNIMOD:1321],308.18333
Y[UNIMOD:1302]->S[UNIMOD:739],Y[UNIMOD:1302],311.17249200000003,S[UNIMOD:739],311.184508
S[UNIMOD:739]->Y[UNIMOD:1302],S[UNIMOD:739],311.184508,Y[UNIMOD:1302],311.17249200000003
C[UNIMOD:45]->Q[UNIMOD:1420],C[UNIMOD:45],313.207556,Q[UNIMOD:1420],313.24777800000004
Q[UNIMOD:1420]->C[UNIMOD:45],Q[UNIMOD:1420],313.24777800000004,C[UNIMOD:45],313.207556
K[UNIMOD:42]->R[UNIMOD:981],K[UNIMOD:42],316.127916,R[UNIMOD:981],316.138283
R[UNIMOD:981]->K[UNIMOD:42],R[UNIMOD:981],316.138283,K[UNIMOD:42],316.127916
K[UNIMOD:1023]->R[UNIMOD:825],K[UNIMOD:1023],320.086446,R[UNIMOD:825],320.08691699999997
R[UNIMOD:825]->K[UNIMOD:1023],R[UNIMOD:825],320.08691699999997,K[UNIMOD:1023],320.086446
K[UNIMOD:1899]->K[UNIMOD:1031],K[UNIMOD:1899],324.179752,K[UNIMOD:1031],324.216138
K[UNIMOD:1031]->K[UNIMOD:1899],K[UNIMOD:1031],324.216138,K[UNIMOD:1899],324.179752
Y[UNIMOD:41]->Y[UNIMOD:727],Y[UNIMOD:41],325.116154,Y[UNIMOD:727],325.144297
Y[UNIMOD:727]->Y[UNIMOD:41],Y[UNIMOD:727],325.144297,Y[UNIMOD:41],325.116154
E[UNIMOD:396]->R[UNIMOD:1255],E[UNIMOD:396],326.0879,R[UNIMOD:1255],326.114391
E[UNIMOD:396]->M[UNIMOD:1249],E[UNIMOD:396],326.0879,M[UNIMOD:1249],326.11611500000004
R[UNIMOD:1255]->M[UNIMOD:1249],R[UNIMOD:1255],326.114391,M[UNIMOD:1249],326.11611500000004
R[UNIMOD:1255]->E[UNIMOD:396],R[UNIMOD:1255],326.114391,E[UNIMOD:396],326.0879
M[UNIMOD:1249]->R[UNIMOD:1255],M[UNIMOD:1249],326.11611500000004,R[UNIMOD:1255],326.114391
M[UNIMOD:1249]->E[UNIMOD:396],M[UNIMOD:1249],326.11611500000004,E[UNIMOD:396],326.0879
S[UNIMOD:429]->Y[UNIMOD:1331],S[UNIMOD:429],329.051184,Y[UNIMOD:1331],329.064787
Y[UNIMOD:1331]->S[UNIMOD:429],Y[UNIMOD:1331],329.064787,S[UNIMOD:429],329.051184
W[UNIMOD:172]->K[UNIMOD:751],W[UNIMOD:172],339.067759,K[UNIMOD:751],339.081495
K[UNIMOD:751]->W[UNIMOD:172],K[UNIMOD:751],339.081495,W[UNIMOD:172],339.067759
H[UNIMOD:2006]->E[UNIMOD:1356],H[UNIMOD:2006],341.009897,E[UNIMOD:1356],341.05118
E[UNIMOD:1356]->H[UNIMOD:2006],E[UNIMOD:1356],341.05118,H[UNIMOD:2006],341.009897
K[UNIMOD:1887]->C[UNIMOD:47],K[UNIMOD:1887],341.206301,C[UNIMOD:47],341.238856
C[UNIMOD:47]->K[UNIMOD:1887],C[UNIMOD:47],341.238856,K[UNIMOD:1887],341.206301
K[UNIMOD:261]->T[UNIMOD:429],K[UNIMOD:261],343.066044,T[UNIMOD:429],343.066834
T[UNIMOD:429]->K[UNIMOD:261],T[UNIMOD:429],343.066834,K[UNIMOD:261],343.066044
K[UNIMOD:1393]->K[UNIMOD:1395],K[UNIMOD:1393],345.251572,K[UNIMOD:1395],345.257416
K[UNIMOD:1393]->K[UNIMOD:1392],K[UNIMOD:1393],345.251572,K[UNIMOD:1392],345.25789199999997
K[UNIMOD:1393]->K[UNIMOD:1394],K[UNIMOD:1393],345.251572,K[UNIMOD:1394],345.263736
K[UNIMOD:1393]->K[UNIMOD:1396],K[UNIMOD:1393],345.251572,K[UNIMOD:1396],345.27005599999995
K[UNIMOD:1395]->K[UNIMOD:1392],K[UNIMOD:1395],345.257416,K[UNIMOD:1392],345.25789199999997
K[UNIMOD:1395]->K[UNIMOD:1394],K[UNIMOD:1395],345.257416,K[UNIMOD:1394],345.263736
K[UNIMOD:1395]->K[UNIMOD:1396],K[UNIMOD:1395],345.257416,K[UNIMOD:1396],345.27005599999995
K[UNIMOD:1395]->K[UNIMOD:1393],K[UNIMOD:1395],345.257416,K[UNIMOD:1393],345.251572
K[UNIMOD:1392]->K[UNIMOD:1394],K[UNIMOD:1392],345.25789199999997,K[UNIMOD:1394],345.263736
K[UNIMOD:1392]->K[UNIMOD:1396],K[UNIMOD:1392],345.25789199999997,K[UNIMOD:1396],345.27005599999995
K[UNIMOD:1392]->K[UNIMOD:1395],K[UNIMOD:1392],345.25789199999997,K[UNIMOD:1395],345.257416
K[UNIMOD:1392]->K[UNIMOD:1393],K[UNIMOD:1392],345.25789199999997,K[UNIMOD:1393],345.251572
K[UNIMOD:1394]->K[UNIMOD:1396],K[UNIMOD:1394],345.263736,K[UNIMOD:1396],345.27005599999995
K[UNIMOD:1394]->K[UNIMOD:1392],K[UNIMOD:1394],345.263736,K[UNIMOD:1392],345.25789199999997
K[UNIMOD:1394]->K[UNIMOD:1395],K[UNIMOD:1394],345.263736,K[UNIMOD:1395],345.257416
K[UNIMOD:1394]->K[UNIMOD:1393],K[UNIMOD:1394],345.263736,K[UNIMOD:1393],345.251572
K[UNIMOD:1396]->K[UNIMOD:1394],K[UNIMOD:1396],345.27005599999995,K[UNIMOD:1394],345.263736
K[UNIMOD:1396]->K[UNIMOD:1392],K[UNIMOD:1396],345.27005599999995,K[UNIMOD:1392],345.25789199999997
K[UNIMOD:1396]->K[UNIMOD:1395],K[UNIMOD:1396],345.27005599999995,K[UNIMOD:1395],345.257416
K[UNIMOD:1396]->K[UNIMOD:1393],K[UNIMOD:1396],345.27005599999995,K[UNIMOD:1393],345.251572
Y[UNIMOD:2041]->K[UNIMOD:464],Y[UNIMOD:2041],349.071526,K[UNIMOD:464],349.086173
K[UNIMOD:464]->Y[UNIMOD:2041],K[UNIMOD:464],349.086173,Y[UNIMOD:2041],349.071526
C[UNIMOD:744]->K[UNIMOD:2061],C[UNIMOD:744],354.045652,K[UNIMOD:2061],354.085494
K[UNIMOD:2061]->C[UNIMOD:744],K[UNIMOD:2061],354.085494,C[UNIMOD:744],354.045652
K[UNIMOD:1897]->K[UNIMOD:3],K[UNIMOD:1897],354.142698,K[UNIMOD:3],354.172558
K[UNIMOD:3]->K[UNIMOD:1897],K[UNIMOD:3],354.172558,K[UNIMOD:1897],354.142698
P[UNIMOD:357]->R[UNIMOD:343],P[UNIMOD:357],355.16780700000004,R[UNIMOD:343],355.16780900000003
R[UNIMOD:343]->P[UNIMOD:357],R[UNIMOD:343],355.16780900000003,P[UNIMOD:357],355.16780700000004
H[UNIMOD:738]->K[UNIMOD:498],H[UNIMOD:738],362.214743,K[UNIMOD:498],362.25694
K[UNIMOD:498]->H[UNIMOD:738],K[UNIMOD:498],362.25694,H[UNIMOD:738],362.214743
R[UNIMOD:1356]->C[UNIMOD:1315],R[UNIMOD:1356],368.1097,C[UNIMOD:1315],368.155854
C[UNIMOD:1315]->R[UNIMOD:1356],C[UNIMOD:1315],368.155854,R[UNIMOD:1356],368.1097
C[UNIMOD:1317]->K[UNIMOD:353],C[UNIMOD:1317],369.13987,K[UNIMOD:353],369.183457
K[UNIMOD:353]->C[UNIMOD:1317],K[UNIMOD:353],369.183457,C[UNIMOD:1317],369.13987
C[UNIMOD:746]->S[UNIMOD:1412],C[UNIMOD:746],370.040567,S[UNIMOD:1412],370.068217
C[UNIMOD:746]->S[UNIMOD:428],C[UNIMOD:746],370.040567,S[UNIMOD:428],370.077734
S[UNIMOD:1412]->S[UNIMOD:428],S[UNIMOD:1412],370.068217,S[UNIMOD:428],370.077734
S[UNIMOD:1412]->C[UNIMOD:746],S[UNIMOD:1412],370.068217,C[UNIMOD:746],370.040567
S[UNIMOD:428]->S[UNIMOD:1412],S[UNIMOD:428],370.077734,S[UNIMOD:1412],370.068217
S[UNIMOD:428]->C[UNIMOD:746],S[UNIMOD:428],370.077734,C[UNIMOD:746],370.040567
C[UNIMOD:943]->K[UNIMOD:1292],C[UNIMOD:943],370.167482,K[UNIMOD:1292],370.196465
K[UNIMOD:1292]->C[UNIMOD:943],K[UNIMOD:1292],370.196465,C[UNIMOD:943],370.167482
K[UNIMOD:1264]->H[UNIMOD:498],K[UNIMOD:1264],371.180481,H[UNIMOD:498],371.22089
H[UNIMOD:498]->K[UNIMOD:1264],H[UNIMOD:498],371.22089,K[UNIMOD:1264],371.180481
K[UNIMOD:1021]->K[UNIMOD:537],K[UNIMOD:1021],372.153263,K[UNIMOD:537],372.196412
K[UNIMOD:537]->K[UNIMOD:1021],K[UNIMOD:537],372.196412,K[UNIMOD:1021],372.153263
Y[UNIMOD:1393]->Y[UNIMOD:1395],Y[UNIMOD:1393],380.219942,Y[UNIMOD:1395],380.22578599999997
Y[UNIMOD:1393]->Y[UNIMOD:1392],Y[UNIMOD:1393],380.219942,Y[UNIMOD:1392],380.226262
Y[UNIMOD:1393]->Y[UNIMOD:1394],Y[UNIMOD:1393],380.219942,Y[UNIMOD:1394],380.23210600000004
Y[UNIMOD:1393]->Y[UNIMOD:1396],Y[UNIMOD:1393],380.219942,Y[UNIMOD:1396],380.238426
Y[UNIMOD:1395]->Y[UNIMOD:1392],Y[UNIMOD:1395],380.22578599999997,Y[UNIMOD:1392],380.226262
Y[UNIMOD:1395]->Y[UNIMOD:1394],Y[UNIMOD:1395],380.22578599999997,Y[UNIMOD:1394],380.23210600000004
Y[UNIMOD:1395]->Y[UNIMOD:1396],Y[UNIMOD:1395],380.22578599999997,Y[UNIMOD:1396],380.238426
Y[UNIMOD:1395]->Y[UNIMOD:1393],Y[UNIMOD:1395],380.22578599999997,Y[UNIMOD:1393],380.219942
Y[UNIMOD:1392]->Y[UNIMOD:1394],Y[UNIMOD:1392],380.226262,Y[UNIMOD:1394],380.23210600000004
Y[UNIMOD:1392]->Y[UNIMOD:1396],Y[UNIMOD:1392],380.226262,Y[UNIMOD:1396],380.238426
Y[UNIMOD:1392]->Y[UNIMOD:1395],Y[UNIMOD:1392],380.226262,Y[UNIMOD:1395],380.22578599999997
Y[UNIMOD:1392]->Y[UNIMOD:1393],Y[UNIMOD:1392],380.226262,Y[UNIMOD:1393],380.219942
Y[UNIMOD:1394]->Y[UNIMOD:1396],Y[UNIMOD:1394],380.23210600000004,Y[UNIMOD:1396],380.238426
Y[UNIMOD:1394]->Y[UNIMOD:1392],Y[UNIMOD:1394],380.23210600000004,Y[UNIMOD:1392],380.226262
Y[UNIMOD:1394]->Y[UNIMOD:1395],Y[UNIMOD:1394],380.23210600000004,Y[UNIMOD:1395],380.22578599999997
Y[UNIMOD:1394]->Y[UNIMOD:1393],Y[UNIMOD:1394],380.23210600000004,Y[UNIMOD:1393],380.219942
Y[UNIMOD:1396]->Y[UNIMOD:1394],Y[UNIMOD:1396],380.238426,Y[UNIMOD:1394],380.23210600000004
Y[UNIMOD:1396]->Y[UNIMOD:1392],Y[UNIMOD:1396],380.238426,Y[UNIMOD:1392],380.226262
Y[UNIMOD:1396]->Y[UNIMOD:1395],Y[UNIMOD:1396],380.238426,Y[UNIMOD:1395],380.22578599999997
Y[UNIMOD:1396]->Y[UNIMOD:1393],Y[UNIMOD:1396],380.238426,Y[UNIMOD:1393],380.219942
K[UNIMOD:684]->S[UNIMOD:1426],K[UNIMOD:684],381.105185,S[UNIMOD:1426],381.127112
S[UNIMOD:1426]->K[UNIMOD:684],S[UNIMOD:1426],381.127112,K[UNIMOD:684],381.105185
T[UNIMOD:1412]->T[UNIMOD:428],T[UNIMOD:1412],384.083867,T[UNIMOD:428],384.093384
T[UNIMOD:428]->T[UNIMOD:1412],T[UNIMOD:428],384.093384,T[UNIMOD:1412],384.083867
S[UNIMOD:730]->S[UNIMOD:2016],S[UNIMOD:730],391.23739,S[UNIMOD:2016],391.23917600000004
S[UNIMOD:2016]->S[UNIMOD:730],S[UNIMOD:2016],391.23917600000004,S[UNIMOD:730],391.23739
S[UNIMOD:1304]->M[UNIMOD:1281],S[UNIMOD:1304],394.122361,M[UNIMOD:1281],394.171504
M[UNIMOD:1281]->S[UNIMOD:1304],M[UNIMOD:1281],394.171504,S[UNIMOD:1304],394.122361
S[UNIMOD:1367]->T[UNIMOD:1426],S[UNIMOD:1367],395.142762,T[UNIMOD:1426],395.142762
T[UNIMOD:1426]->S[UNIMOD:1367],T[UNIMOD:1426],395.142762,S[UNIMOD:1367],395.142762
C[UNIMOD:2062]->K[UNIMOD:536],C[UNIMOD:2062],399.194031,K[UNIMOD:536],399.243696
K[UNIMOD:536]->C[UNIMOD:2062],K[UNIMOD:536],399.243696,C[UNIMOD:2062],399.194031
T[UNIMOD:730]->T[UNIMOD:2016],T[UNIMOD:730],405.25304,T[UNIMOD:2016],405.25482600000004
T[UNIMOD:2016]->T[UNIMOD:730],T[UNIMOD:2016],405.25482600000004,T[UNIMOD:730],405.25304
Y[UNIMOD:2044]->Y[UNIMOD:537],Y[UNIMOD:2044],407.13286600000004,Y[UNIMOD:537],407.164782
Y[UNIMOD:2044]->K[UNIMOD:1880],Y[UNIMOD:2044],407.13286600000004,K[UNIMOD:1880],407.17261799999994
Y[UNIMOD:537]->K[UNIMOD:1880],Y[UNIMOD:537],407.164782,K[UNIMOD:1880],407.17261799999994
Y[UNIMOD:537]->C[UNIMOD:985],Y[UNIMOD:537],407.164782,C[UNIMOD:985],407.186392
Y[UNIMOD:537]->C[UNIMOD:731],Y[UNIMOD:537],407.164782,C[UNIMOD:731],407.20823
Y[UNIMOD:537]->C[UNIMOD:730],Y[UNIMOD:537],407.164782,C[UNIMOD:730],407.21455
Y[UNIMOD:537]->Y[UNIMOD:2044],Y[UNIMOD:537],407.164782,Y[UNIMOD:2044],407.13286600000004
K[UNIMOD:1880]->C[UNIMOD:985],K[UNIMOD:1880],407.17261799999994,C[UNIMOD:985],407.186392
K[UNIMOD:1880]->C[UNIMOD:731],K[UNIMOD:1880],407.17261799999994,C[UNIMOD:731],407.20823
K[UNIMOD:1880]->C[UNIMOD:730],K[UNIMOD:1880],407.17261799999994,C[UNIMOD:730],407.21455
K[UNIMOD:1880]->Y[UNIMOD:537],K[UNIMOD:1880],407.17261799999994,Y[UNIMOD:537],407.164782
K[UNIMOD:1880]->Y[UNIMOD:2044],K[UNIMOD:1880],407.17261799999994,Y[UNIMOD:2044],407.13286600000004
C[UNIMOD:985]->C[UNIMOD:731],C[UNIMOD:985],407.186392,C[UNIMOD:731],407.20823
C[UNIMOD:985]->C[UNIMOD:730],C[UNIMOD:985],407.186392,C[UNIMOD:730],407.21455
C[UNIMOD:985]->K[UNIMOD:1880],C[UNIMOD:985],407.186392,K[UNIMOD:1880],407.17261799999994
C[UNIMOD:985]->Y[UNIMOD:537],C[UNIMOD:985],407.186392,Y[UNIMOD:537],407.164782
C[UNIMOD:731]->C[UNIMOD:730],C[UNIMOD:731],407.20823,C[UNIMOD:730],407.21455
C[UNIMOD:731]->C[UNIMOD:985],C[UNIMOD:731],407.20823,C[UNIMOD:985],407.186392
C[UNIMOD:731]->K[UNIMOD:1880],C[UNIMOD:731],407.20823,K[UNIMOD:1880],407.17261799999994
C[UNIMOD:731]->Y[UNIMOD:537],C[UNIMOD:731],407.20823,Y[UNIMOD:537],407.164782
C[UNIMOD:730]->C[UNIMOD:731],C[UNIMOD:730],407.21455,C[UNIMOD:731],407.20823
C[UNIMOD:730]->C[UNIMOD:985],C[UNIMOD:730],407.21455,C[UNIMOD:985],407.186392
C[UNIMOD:730]->K[UNIMOD:1880],C[UNIMOD:730],407.21455,K[UNIMOD:1880],407.17261799999994
C[UNIMOD:730]->Y[UNIMOD:537],C[UNIMOD:730],407.21455,Y[UNIMOD:537],407.164782
S[UNIMOD:1931]->R[UNIMOD:848],S[UNIMOD:1931],422.153661,R[UNIMOD:848],422.159019
R[UNIMOD:848]->S[UNIMOD:1931],R[UNIMOD:848],422.159019,S[UNIMOD:1931],422.153661
S[UNIMOD:1427]->T[UNIMOD:512],S[UNIMOD:1427],425.116942,T[UNIMOD:512],425.153327
T[UNIMOD:512]->S[UNIMOD:1427],T[UNIMOD:512],425.153327,S[UNIMOD:1427],425.116942
K[UNIMOD:1314]->K[UNIMOD:948],K[UNIMOD:1314],426.241307,K[UNIMOD:948],426.28824
K[UNIMOD:948]->K[UNIMOD:1314],K[UNIMOD:948],426.28824,K[UNIMOD:1314],426.241307
S[UNIMOD:849]->T[UNIMOD:405],S[UNIMOD:849],430.06381500000003,T[UNIMOD:405],430.10020000000003
T[UNIMOD:405]->S[UNIMOD:849],T[UNIMOD:405],430.10020000000003,S[UNIMOD:849],430.06381500000003
C[UNIMOD:1342]->H[UNIMOD:2017],C[UNIMOD:1342],432.23578499999996,H[UNIMOD:2017],432.24850200000003
H[UNIMOD:2017]->K[UNIMOD:731],H[UNIMOD:2017],432.24850200000003,K[UNIMOD:731],432.294
H[UNIMOD:2017]->C[UNIMOD:1342],H[UNIMOD:2017],432.24850200000003,C[UNIMOD:1342],432.23578499999996
K[UNIMOD:731]->K[UNIMOD:730],K[UNIMOD:731],432.294,K[UNIMOD:730],432.30031999999994
K[UNIMOD:731]->K[UNIMOD:2016],K[UNIMOD:731],432.294,K[UNIMOD:2016],432.302106
K[UNIMOD:731]->H[UNIMOD:2017],K[UNIMOD:731],432.294,H[UNIMOD:2017],432.24850200000003
K[UNIMOD:730]->K[UNIMOD:2016],K[UNIMOD:730],432.30031999999994,K[UNIMOD:2016],432.302106
K[UNIMOD:730]->K[UNIMOD:731],K[UNIMOD:730],432.30031999999994,K[UNIMOD:731],432.294
K[UNIMOD:2016]->K[UNIMOD:730],K[UNIMOD:2016],432.302106,K[UNIMOD:730],432.30031999999994
K[UNIMOD:2016]->K[UNIMOD:731],K[UNIMOD:2016],432.302106,K[UNIMOD:731],432.294
H[UNIMOD:1314]->C[UNIMOD:2025],H[UNIMOD:1314],435.20525699999996,C[UNIMOD:2025],435.20795
C[UNIMOD:2025]->H[UNIMOD:1314],C[UNIMOD:2025],435.20795,H[UNIMOD:1314],435.20525699999996
S[UNIMOD:142]->T[UNIMOD:1931],S[UNIMOD:142],436.169311,T[UNIMOD:1931],436.169311
T[UNIMOD:1931]->S[UNIMOD:142],T[UNIMOD:1931],436.169311,S[UNIMOD:142],436.169311
K[UNIMOD:1920]->R[UNIMOD:187],K[UNIMOD:1920],438.142698,R[UNIMOD:187],438.153934
