,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
S[UNIMOD:1355]->P[UNIMOD:360],S[UNIMOD:1355],67.00581500000001,P[UNIMOD:360],67.042195
P[UNIMOD:360]->S[UNIMOD:1355],P[UNIMOD:360],67.042195,S[UNIMOD:1355],67.00581500000001
S[UNIMOD:1419]->S[UNIMOD:23],S[UNIMOD:1419],69.008446,S[UNIMOD:23],69.021465
S[UNIMOD:1419]->Y[UNIMOD:400],S[UNIMOD:1419],69.008446,Y[UNIMOD:400],69.021465
S[UNIMOD:1419]->C[UNIMOD:368],S[UNIMOD:1419],69.008446,C[UNIMOD:368],69.021469
S[UNIMOD:1419]->P[UNIMOD:369],S[UNIMOD:1419],69.008446,P[UNIMOD:369],69.05784500000001
S[UNIMOD:23]->Y[UNIMOD:400],S[UNIMOD:23],69.021465,Y[UNIMOD:400],69.021465
S[UNIMOD:23]->C[UNIMOD:368],S[UNIMOD:23],69.021465,C[UNIMOD:368],69.021469
S[UNIMOD:23]->P[UNIMOD:369],S[UNIMOD:23],69.021465,P[UNIMOD:369],69.05784500000001
S[UNIMOD:23]->S[UNIMOD:1419],S[UNIMOD:23],69.021465,S[UNIMOD:1419],69.008446
Y[UNIMOD:400]->C[UNIMOD:368],Y[UNIMOD:400],69.021465,C[UNIMOD:368],69.021469
Y[UNIMOD:400]->P[UNIMOD:369],Y[UNIMOD:400],69.021465,P[UNIMOD:369],69.05784500000001
Y[UNIMOD:400]->S[UNIMOD:23],Y[UNIMOD:400],69.021465,S[UNIMOD:23],69.021465
Y[UNIMOD:400]->S[UNIMOD:1419],Y[UNIMOD:400],69.021465,S[UNIMOD:1419],69.008446
C[UNIMOD:368]->P[UNIMOD:369],C[UNIMOD:368],69.021469,P[UNIMOD:369],69.05784500000001
C[UNIMOD:368]->Y[UNIMOD:400],C[UNIMOD:368],69.021469,Y[UNIMOD:400],69.021465
C[UNIMOD:368]->S[UNIMOD:23],C[UNIMOD:368],69.021469,S[UNIMOD:23],69.021465
C[UNIMOD:368]->S[UNIMOD:1419],C[UNIMOD:368],69.021469,S[UNIMOD:1419],69.008446
P[UNIMOD:369]->C[UNIMOD:368],P[UNIMOD:369],69.05784500000001,C[UNIMOD:368],69.021469
P[UNIMOD:369]->Y[UNIMOD:400],P[UNIMOD:369],69.05784500000001,Y[UNIMOD:400],69.021465
P[UNIMOD:369]->S[UNIMOD:23],P[UNIMOD:369],69.05784500000001,S[UNIMOD:23],69.021465
P[UNIMOD:369]->S[UNIMOD:1419],P[UNIMOD:369],69.05784500000001,S[UNIMOD:1419],69.008446
S[UNIMOD:385]->C[UNIMOD:382],S[UNIMOD:385],70.005481,C[UNIMOD:382],70.00548500000001
C[UNIMOD:382]->S[UNIMOD:385],C[UNIMOD:382],70.00548500000001,S[UNIMOD:385],70.005481
S[UNIMOD:403]->A[UNIMOD:994],S[UNIMOD:403],72.02113100000001,A[UNIMOD:994],72.034145
A[UNIMOD:994]->S[UNIMOD:403],A[UNIMOD:994],72.034145,S[UNIMOD:403],72.02113100000001
G[UNIMOD:420]->G[UNIMOD:35],G[UNIMOD:420],72.998616,G[UNIMOD:35],73.016375
G[UNIMOD:35]->G[UNIMOD:420],G[UNIMOD:35],73.016375,G[UNIMOD:420],72.998616
A[UNIMOD:1297]->A[UNIMOD:481],A[UNIMOD:1297],75.044209,A[UNIMOD:481],75.062217
A[UNIMOD:481]->A[UNIMOD:1297],A[UNIMOD:481],75.062217,A[UNIMOD:1297],75.044209
C[UNIMOD:1355]->T[UNIMOD:1419],C[UNIMOD:1355],82.98297500000001,T[UNIMOD:1419],83.024096
T[UNIMOD:1419]->T[UNIMOD:23],T[UNIMOD:1419],83.024096,T[UNIMOD:23],83.037115
T[UNIMOD:1419]->M[UNIMOD:11],T[UNIMOD:1419],83.024096,M[UNIMOD:11],83.037119
T[UNIMOD:1419]->C[UNIMOD:1355],T[UNIMOD:1419],83.024096,C[UNIMOD:1355],82.98297500000001
T[UNIMOD:23]->M[UNIMOD:11],T[UNIMOD:23],83.037115,M[UNIMOD:11],83.037119
T[UNIMOD:23]->T[UNIMOD:1419],T[UNIMOD:23],83.037115,T[UNIMOD:1419],83.024096
M[UNIMOD:11]->T[UNIMOD:23],M[UNIMOD:11],83.037119,T[UNIMOD:23],83.037115
M[UNIMOD:11]->T[UNIMOD:1419],M[UNIMOD:11],83.037119,T[UNIMOD:1419],83.024096
A[UNIMOD:1918]->D[UNIMOD:1915],A[UNIMOD:1918],85.016375,D[UNIMOD:1915],85.016375
A[UNIMOD:1918]->S[UNIMOD:401],A[UNIMOD:1918],85.016375,S[UNIMOD:401],85.01638000000001
A[UNIMOD:1918]->C[UNIMOD:402],A[UNIMOD:1918],85.016375,C[UNIMOD:402],85.016384
A[UNIMOD:1918]->T[UNIMOD:447],A[UNIMOD:1918],85.016375,T[UNIMOD:447],85.052765
D[UNIMOD:1915]->S[UNIMOD:401],D[UNIMOD:1915],85.016375,S[UNIMOD:401],85.01638000000001
D[UNIMOD:1915]->C[UNIMOD:402],D[UNIMOD:1915],85.016375,C[UNIMOD:402],85.016384
D[UNIMOD:1915]->T[UNIMOD:447],D[UNIMOD:1915],85.016375,T[UNIMOD:447],85.052765
D[UNIMOD:1915]->A[UNIMOD:1918],D[UNIMOD:1915],85.016375,A[UNIMOD:1918],85.016375
S[UNIMOD:401]->C[UNIMOD:402],S[UNIMOD:401],85.01638000000001,C[UNIMOD:402],85.016384
S[UNIMOD:401]->T[UNIMOD:447],S[UNIMOD:401],85.01638000000001,T[UNIMOD:447],85.052765
S[UNIMOD:401]->D[UNIMOD:1915],S[UNIMOD:401],85.01638000000001,D[UNIMOD:1915],85.016375
S[UNIMOD:401]->A[UNIMOD:1918],S[UNIMOD:401],85.01638000000001,A[UNIMOD:1918],85.016375
C[UNIMOD:402]->T[UNIMOD:447],C[UNIMOD:402],85.016384,T[UNIMOD:447],85.052765
C[UNIMOD:402]->S[UNIMOD:401],C[UNIMOD:402],85.016384,S[UNIMOD:401],85.01638000000001
C[UNIMOD:402]->D[UNIMOD:1915],C[UNIMOD:402],85.016384,D[UNIMOD:1915],85.016375
C[UNIMOD:402]->A[UNIMOD:1918],C[UNIMOD:402],85.016384,A[UNIMOD:1918],85.016375
T[UNIMOD:447]->C[UNIMOD:402],T[UNIMOD:447],85.052765,C[UNIMOD:402],85.016384
T[UNIMOD:447]->S[UNIMOD:401],T[UNIMOD:447],85.052765,S[UNIMOD:401],85.01638000000001
T[UNIMOD:447]->D[UNIMOD:1915],T[UNIMOD:447],85.052765,D[UNIMOD:1915],85.016375
T[UNIMOD:447]->A[UNIMOD:1918],T[UNIMOD:447],85.052765,A[UNIMOD:1918],85.016375
A[UNIMOD:127]->S[UNIMOD:258],A[UNIMOD:127],89.027688,S[UNIMOD:258],89.036276
S[UNIMOD:258]->A[UNIMOD:127],S[UNIMOD:258],89.036276,A[UNIMOD:127],89.027688
D[UNIMOD:23]->N[UNIMOD:385],D[UNIMOD:23],97.016375,N[UNIMOD:385],97.016381
N[UNIMOD:385]->D[UNIMOD:23],N[UNIMOD:385],97.016381,D[UNIMOD:23],97.016375
D[UNIMOD:447]->E[UNIMOD:1915],D[UNIMOD:447],99.03202499999999,E[UNIMOD:1915],99.03202499999999
D[UNIMOD:447]->T[UNIMOD:401],D[UNIMOD:447],99.03202499999999,T[UNIMOD:401],99.03203
D[UNIMOD:447]->M[UNIMOD:1914],D[UNIMOD:447],99.03202499999999,M[UNIMOD:1914],99.03203400000001
E[UNIMOD:1915]->T[UNIMOD:401],E[UNIMOD:1915],99.03202499999999,T[UNIMOD:401],99.03203
E[UNIMOD:1915]->M[UNIMOD:1914],E[UNIMOD:1915],99.03202499999999,M[UNIMOD:1914],99.03203400000001
E[UNIMOD:1915]->D[UNIMOD:447],E[UNIMOD:1915],99.03202499999999,D[UNIMOD:447],99.03202499999999
T[UNIMOD:401]->M[UNIMOD:1914],T[UNIMOD:401],99.03203,M[UNIMOD:1914],99.03203400000001
T[UNIMOD:401]->E[UNIMOD:1915],T[UNIMOD:401],99.03203,E[UNIMOD:1915],99.03202499999999
T[UNIMOD:401]->D[UNIMOD:447],T[UNIMOD:401],99.03203,D[UNIMOD:447],99.03202499999999
M[UNIMOD:1914]->T[UNIMOD:401],M[UNIMOD:1914],99.03203400000001,T[UNIMOD:401],99.03203
M[UNIMOD:1914]->E[UNIMOD:1915],M[UNIMOD:1914],99.03203400000001,E[UNIMOD:1915],99.03202499999999
M[UNIMOD:1914]->D[UNIMOD:447],M[UNIMOD:1914],99.03203400000001,D[UNIMOD:447],99.03202499999999
C[UNIMOD:939]->V[UNIMOD:994],C[UNIMOD:939],100.063668,V[UNIMOD:994],100.065445
V[UNIMOD:994]->C[UNIMOD:939],V[UNIMOD:994],100.065445,C[UNIMOD:939],100.063668
S[UNIMOD:1918]->S[UNIMOD:34],S[UNIMOD:1918],101.011295,S[UNIMOD:34],101.04768000000001
S[UNIMOD:1918]->M[UNIMOD:10],S[UNIMOD:1918],101.011295,M[UNIMOD:10],101.047684
S[UNIMOD:34]->M[UNIMOD:10],S[UNIMOD:34],101.04768000000001,M[UNIMOD:10],101.047684
S[UNIMOD:34]->S[UNIMOD:1918],S[UNIMOD:34],101.04768000000001,S[UNIMOD:1918],101.011295
M[UNIMOD:10]->S[UNIMOD:34],M[UNIMOD:10],101.047684,S[UNIMOD:34],101.04768000000001
M[UNIMOD:10]->S[UNIMOD:1918],M[UNIMOD:10],101.047684,S[UNIMOD:1918],101.011295
C[UNIMOD:374]->T[UNIMOD:994],C[UNIMOD:374],102.001365,T[UNIMOD:994],102.044715
T[UNIMOD:994]->P[UNIMOD:772],T[UNIMOD:994],102.044715,P[UNIMOD:772],102.069534
T[UNIMOD:994]->C[UNIMOD:374],T[UNIMOD:994],102.044715,C[UNIMOD:374],102.001365
P[UNIMOD:772]->T[UNIMOD:994],P[UNIMOD:772],102.069534,T[UNIMOD:994],102.044715
S[UNIMOD:35]->T[UNIMOD:258],S[UNIMOD:35],103.02694500000001,T[UNIMOD:258],103.051926
S[UNIMOD:35]->P[UNIMOD:268],S[UNIMOD:35],103.02694500000001,P[UNIMOD:268],103.066569
T[UNIMOD:258]->P[UNIMOD:268],T[UNIMOD:258],103.051926,P[UNIMOD:268],103.066569
T[UNIMOD:258]->S[UNIMOD:35],T[UNIMOD:258],103.051926,S[UNIMOD:35],103.02694500000001
P[UNIMOD:268]->T[UNIMOD:258],P[UNIMOD:268],103.066569,T[UNIMOD:258],103.051926
P[UNIMOD:268]->S[UNIMOD:35],P[UNIMOD:268],103.066569,S[UNIMOD:35],103.02694500000001
V[UNIMOD:1918]->P[UNIMOD:35],V[UNIMOD:1918],113.047675,P[UNIMOD:35],113.04767500000001
V[UNIMOD:1918]->R[UNIMOD:344],V[UNIMOD:1918],113.047675,R[UNIMOD:344],113.04767700000001
V[UNIMOD:1918]->A[UNIMOD:37],V[UNIMOD:1918],113.047675,A[UNIMOD:37],113.08406
P[UNIMOD:35]->R[UNIMOD:344],P[UNIMOD:35],113.04767500000001,R[UNIMOD:344],113.04767700000001
P[UNIMOD:35]->A[UNIMOD:37],P[UNIMOD:35],113.04767500000001,A[UNIMOD:37],113.08406
P[UNIMOD:35]->V[UNIMOD:1918],P[UNIMOD:35],113.04767500000001,V[UNIMOD:1918],113.047675
R[UNIMOD:344]->A[UNIMOD:37],R[UNIMOD:344],113.04767700000001,A[UNIMOD:37],113.08406
R[UNIMOD:344]->P[UNIMOD:35],R[UNIMOD:344],113.04767700000001,P[UNIMOD:35],113.04767500000001
R[UNIMOD:344]->V[UNIMOD:1918],R[UNIMOD:344],113.04767700000001,V[UNIMOD:1918],113.047675
A[UNIMOD:37]->R[UNIMOD:344],A[UNIMOD:37],113.08406,R[UNIMOD:344],113.04767700000001
A[UNIMOD:37]->P[UNIMOD:35],A[UNIMOD:37],113.08406,P[UNIMOD:35],113.04767500000001
A[UNIMOD:37]->V[UNIMOD:1918],A[UNIMOD:37],113.08406,V[UNIMOD:1918],113.047675
S[UNIMOD:926]->C[UNIMOD:940],S[UNIMOD:926],114.07931500000001,C[UNIMOD:940],114.079318
S[UNIMOD:926]->L[UNIMOD:994],S[UNIMOD:926],114.07931500000001,L[UNIMOD:994],114.08109499999999
S[UNIMOD:926]->I[UNIMOD:994],S[UNIMOD:926],114.07931500000001,I[UNIMOD:994],114.08109499999999
C[UNIMOD:940]->L[UNIMOD:994],C[UNIMOD:940],114.079318,L[UNIMOD:994],114.08109499999999
C[UNIMOD:940]->I[UNIMOD:994],C[UNIMOD:940],114.079318,I[UNIMOD:994],114.08109499999999
C[UNIMOD:940]->S[UNIMOD:926],C[UNIMOD:940],114.079318,S[UNIMOD:926],114.07931500000001
L[UNIMOD:994]->I[UNIMOD:994],L[UNIMOD:994],114.08109499999999,I[UNIMOD:994],114.08109499999999
L[UNIMOD:994]->C[UNIMOD:940],L[UNIMOD:994],114.08109499999999,C[UNIMOD:940],114.079318
L[UNIMOD:994]->S[UNIMOD:926],L[UNIMOD:994],114.08109499999999,S[UNIMOD:926],114.07931500000001
I[UNIMOD:994]->L[UNIMOD:994],I[UNIMOD:994],114.08109499999999,L[UNIMOD:994],114.08109499999999
I[UNIMOD:994]->C[UNIMOD:940],I[UNIMOD:994],114.08109499999999,C[UNIMOD:940],114.079318
I[UNIMOD:994]->S[UNIMOD:926],I[UNIMOD:994],114.08109499999999,S[UNIMOD:926],114.07931500000001
P[UNIMOD:1922]->V[UNIMOD:35],P[UNIMOD:1922],115.063325,V[UNIMOD:35],115.063325
P[UNIMOD:1922]->T[UNIMOD:34],P[UNIMOD:1922],115.063325,T[UNIMOD:34],115.06333000000001
V[UNIMOD:35]->T[UNIMOD:34],V[UNIMOD:35],115.063325,T[UNIMOD:34],115.06333000000001
V[UNIMOD:35]->P[UNIMOD:1922],V[UNIMOD:35],115.063325,P[UNIMOD:1922],115.063325
T[UNIMOD:34]->V[UNIMOD:35],T[UNIMOD:34],115.06333000000001,V[UNIMOD:35],115.063325
T[UNIMOD:34]->P[UNIMOD:1922],T[UNIMOD:34],115.06333000000001,P[UNIMOD:1922],115.063325
D[UNIMOD:994]->N[UNIMOD:995],D[UNIMOD:994],116.023975,N[UNIMOD:995],116.03699999999999
N[UNIMOD:995]->D[UNIMOD:994],N[UNIMOD:995],116.03699999999999,D[UNIMOD:994],116.023975
C[UNIMOD:34]->N[UNIMOD:170],C[UNIMOD:34],117.02484000000001,N[UNIMOD:170],117.03119099999999
C[UNIMOD:34]->N[UNIMOD:366],C[UNIMOD:34],117.02484000000001,N[UNIMOD:366],117.03119099999999
C[UNIMOD:34]->T[UNIMOD:35],C[UNIMOD:34],117.02484000000001,T[UNIMOD:35],117.042595
N[UNIMOD:170]->N[UNIMOD:366],N[UNIMOD:170],117.03119099999999,N[UNIMOD:366],117.03119099999999
N[UNIMOD:170]->T[UNIMOD:35],N[UNIMOD:170],117.03119099999999,T[UNIMOD:35],117.042595
N[UNIMOD:170]->C[UNIMOD:34],N[UNIMOD:170],117.03119099999999,C[UNIMOD:34],117.02484000000001
N[UNIMOD:366]->T[UNIMOD:35],N[UNIMOD:366],117.03119099999999,T[UNIMOD:35],117.042595
N[UNIMOD:366]->N[UNIMOD:170],N[UNIMOD:366],117.03119099999999,N[UNIMOD:170],117.03119099999999
N[UNIMOD:366]->C[UNIMOD:34],N[UNIMOD:366],117.03119099999999,C[UNIMOD:34],117.02484000000001
T[UNIMOD:35]->N[UNIMOD:366],T[UNIMOD:35],117.042595,N[UNIMOD:366],117.03119099999999
T[UNIMOD:35]->N[UNIMOD:170],T[UNIMOD:35],117.042595,N[UNIMOD:170],117.03119099999999
T[UNIMOD:35]->C[UNIMOD:34],T[UNIMOD:35],117.042595,C[UNIMOD:34],117.02484000000001
L[UNIMOD:188]->I[UNIMOD:188],L[UNIMOD:188],119.10418899999999,I[UNIMOD:188],119.10418899999999
I[UNIMOD:188]->L[UNIMOD:188],I[UNIMOD:188],119.10418899999999,L[UNIMOD:188],119.10418899999999
L[UNIMOD:695]->I[UNIMOD:695],L[UNIMOD:695],120.10122399999999,I[UNIMOD:695],120.10122399999999
I[UNIMOD:695]->L[UNIMOD:695],I[UNIMOD:695],120.10122399999999,L[UNIMOD:695],120.10122399999999
H[UNIMOD:1916]->L[UNIMOD:1918],H[UNIMOD:1916],127.026941,L[UNIMOD:1918],127.06332499999999
H[UNIMOD:1916]->I[UNIMOD:1918],H[UNIMOD:1916],127.026941,I[UNIMOD:1918],127.06332499999999
H[UNIMOD:1916]->K[UNIMOD:352],H[UNIMOD:1916],127.026941,K[UNIMOD:352],127.06332599999999
L[UNIMOD:1918]->I[UNIMOD:1918],L[UNIMOD:1918],127.06332499999999,I[UNIMOD:1918],127.06332499999999
L[UNIMOD:1918]->K[UNIMOD:352],L[UNIMOD:1918],127.06332499999999,K[UNIMOD:352],127.06332599999999
L[UNIMOD:1918]->L[UNIMOD:34],L[UNIMOD:1918],127.06332499999999,L[UNIMOD:34],127.09970999999999
L[UNIMOD:1918]->I[UNIMOD:34],L[UNIMOD:1918],127.06332499999999,I[UNIMOD:34],127.09970999999999
L[UNIMOD:1918]->H[UNIMOD:1916],L[UNIMOD:1918],127.06332499999999,H[UNIMOD:1916],127.026941
I[UNIMOD:1918]->K[UNIMOD:352],I[UNIMOD:1918],127.06332499999999,K[UNIMOD:352],127.06332599999999
I[UNIMOD:1918]->L[UNIMOD:34],I[UNIMOD:1918],127.06332499999999,L[UNIMOD:34],127.09970999999999
I[UNIMOD:1918]->I[UNIMOD:34],I[UNIMOD:1918],127.06332499999999,I[UNIMOD:34],127.09970999999999
I[UNIMOD:1918]->L[UNIMOD:1918],I[UNIMOD:1918],127.06332499999999,L[UNIMOD:1918],127.06332499999999
I[UNIMOD:1918]->H[UNIMOD:1916],I[UNIMOD:1918],127.06332499999999,H[UNIMOD:1916],127.026941
K[UNIMOD:352]->L[UNIMOD:34],K[UNIMOD:352],127.06332599999999,L[UNIMOD:34],127.09970999999999
K[UNIMOD:352]->I[UNIMOD:34],K[UNIMOD:352],127.06332599999999,I[UNIMOD:34],127.09970999999999
K[UNIMOD:352]->I[UNIMOD:1918],K[UNIMOD:352],127.06332599999999,I[UNIMOD:1918],127.06332499999999
K[UNIMOD:352]->L[UNIMOD:1918],K[UNIMOD:352],127.06332599999999,L[UNIMOD:1918],127.06332499999999
K[UNIMOD:352]->H[UNIMOD:1916],K[UNIMOD:352],127.06332599999999,H[UNIMOD:1916],127.026941
L[UNIMOD:34]->I[UNIMOD:34],L[UNIMOD:34],127.09970999999999,I[UNIMOD:34],127.09970999999999
L[UNIMOD:34]->K[UNIMOD:352],L[UNIMOD:34],127.09970999999999,K[UNIMOD:352],127.06332599999999
L[UNIMOD:34]->I[UNIMOD:1918],L[UNIMOD:34],127.09970999999999,I[UNIMOD:1918],127.06332499999999
L[UNIMOD:34]->L[UNIMOD:1918],L[UNIMOD:34],127.09970999999999,L[UNIMOD:1918],127.06332499999999
I[UNIMOD:34]->L[UNIMOD:34],I[UNIMOD:34],127.09970999999999,L[UNIMOD:34],127.09970999999999
I[UNIMOD:34]->K[UNIMOD:352],I[UNIMOD:34],127.09970999999999,K[UNIMOD:352],127.06332599999999
I[UNIMOD:34]->I[UNIMOD:1918],I[UNIMOD:34],127.09970999999999,I[UNIMOD:1918],127.06332499999999
I[UNIMOD:34]->L[UNIMOD:1918],I[UNIMOD:34],127.09970999999999,L[UNIMOD:1918],127.06332499999999
N[UNIMOD:34]->T[UNIMOD:926],N[UNIMOD:34],128.05858,T[UNIMOD:926],128.094965
T[UNIMOD:926]->N[UNIMOD:34],T[UNIMOD:926],128.094965,N[UNIMOD:34],128.05858
P[UNIMOD:425]->D[UNIMOD:34],P[UNIMOD:425],129.04258900000002,D[UNIMOD:34],129.04259
P[UNIMOD:425]->S[UNIMOD:1],P[UNIMOD:425],129.04258900000002,S[UNIMOD:1],129.042595
P[UNIMOD:425]->N[UNIMOD:528],P[UNIMOD:425],129.04258900000002,N[UNIMOD:528],129.042596
P[UNIMOD:425]->L[UNIMOD:35],P[UNIMOD:425],129.04258900000002,L[UNIMOD:35],129.07897499999999
P[UNIMOD:425]->I[UNIMOD:35],P[UNIMOD:425],129.04258900000002,I[UNIMOD:35],129.07897499999999
D[UNIMOD:34]->S[UNIMOD:1],D[UNIMOD:34],129.04259,S[UNIMOD:1],129.042595
D[UNIMOD:34]->N[UNIMOD:528],D[UNIMOD:34],129.04259,N[UNIMOD:528],129.042596
D[UNIMOD:34]->L[UNIMOD:35],D[UNIMOD:34],129.04259,L[UNIMOD:35],129.07897499999999
D[UNIMOD:34]->I[UNIMOD:35],D[UNIMOD:34],129.04259,I[UNIMOD:35],129.07897499999999
D[UNIMOD:34]->P[UNIMOD:425],D[UNIMOD:34],129.04259,P[UNIMOD:425],129.04258900000002
S[UNIMOD:1]->N[UNIMOD:528],S[UNIMOD:1],129.042595,N[UNIMOD:528],129.042596
S[UNIMOD:1]->L[UNIMOD:35],S[UNIMOD:1],129.042595,L[UNIMOD:35],129.07897499999999
S[UNIMOD:1]->I[UNIMOD:35],S[UNIMOD:1],129.042595,I[UNIMOD:35],129.07897499999999
S[UNIMOD:1]->D[UNIMOD:34],S[UNIMOD:1],129.042595,D[UNIMOD:34],129.04259
S[UNIMOD:1]->P[UNIMOD:425],S[UNIMOD:1],129.042595,P[UNIMOD:425],129.04258900000002
N[UNIMOD:528]->L[UNIMOD:35],N[UNIMOD:528],129.042596,L[UNIMOD:35],129.07897499999999
N[UNIMOD:528]->I[UNIMOD:35],N[UNIMOD:528],129.042596,I[UNIMOD:35],129.07897499999999
N[UNIMOD:528]->S[UNIMOD:1],N[UNIMOD:528],129.042596,S[UNIMOD:1],129.042595
N[UNIMOD:528]->D[UNIMOD:34],N[UNIMOD:528],129.042596,D[UNIMOD:34],129.04259
N[UNIMOD:528]->P[UNIMOD:425],N[UNIMOD:528],129.042596,P[UNIMOD:425],129.04258900000002
L[UNIMOD:35]->I[UNIMOD:35],L[UNIMOD:35],129.07897499999999,I[UNIMOD:35],129.07897499999999
L[UNIMOD:35]->N[UNIMOD:528],L[UNIMOD:35],129.07897499999999,N[UNIMOD:528],129.042596
L[UNIMOD:35]->S[UNIMOD:1],L[UNIMOD:35],129.07897499999999,S[UNIMOD:1],129.042595
L[UNIMOD:35]->D[UNIMOD:34],L[UNIMOD:35],129.07897499999999,D[UNIMOD:34],129.04259
L[UNIMOD:35]->P[UNIMOD:425],L[UNIMOD:35],129.07897499999999,P[UNIMOD:425],129.04258900000002
I[UNIMOD:35]->L[UNIMOD:35],I[UNIMOD:35],129.07897499999999,L[UNIMOD:35],129.07897499999999
I[UNIMOD:35]->N[UNIMOD:528],I[UNIMOD:35],129.07897499999999,N[UNIMOD:528],129.042596
I[UNIMOD:35]->S[UNIMOD:1],I[UNIMOD:35],129.07897499999999,S[UNIMOD:1],129.042595
I[UNIMOD:35]->D[UNIMOD:34],I[UNIMOD:35],129.07897499999999,D[UNIMOD:34],129.04259
I[UNIMOD:35]->P[UNIMOD:425],I[UNIMOD:35],129.07897499999999,P[UNIMOD:425],129.04258900000002
S[UNIMOD:5]->N[UNIMOD:35],S[UNIMOD:5],130.037844,N[UNIMOD:35],130.037845
S[UNIMOD:5]->E[UNIMOD:994],S[UNIMOD:5],130.037844,E[UNIMOD:994],130.039625
S[UNIMOD:5]->Q[UNIMOD:995],S[UNIMOD:5],130.037844,Q[UNIMOD:995],130.05265
N[UNIMOD:35]->E[UNIMOD:994],N[UNIMOD:35],130.037845,E[UNIMOD:994],130.039625
N[UNIMOD:35]->Q[UNIMOD:995],N[UNIMOD:35],130.037845,Q[UNIMOD:995],130.05265
N[UNIMOD:35]->S[UNIMOD:5],N[UNIMOD:35],130.037845,S[UNIMOD:5],130.037844
E[UNIMOD:994]->Q[UNIMOD:995],E[UNIMOD:994],130.039625,Q[UNIMOD:995],130.05265
E[UNIMOD:994]->K[UNIMOD:995],E[UNIMOD:994],130.039625,K[UNIMOD:995],130.08902999999998
E[UNIMOD:994]->N[UNIMOD:35],E[UNIMOD:994],130.039625,N[UNIMOD:35],130.037845
E[UNIMOD:994]->S[UNIMOD:5],E[UNIMOD:994],130.039625,S[UNIMOD:5],130.037844
Q[UNIMOD:995]->K[UNIMOD:995],Q[UNIMOD:995],130.05265,K[UNIMOD:995],130.08902999999998
Q[UNIMOD:995]->E[UNIMOD:994],Q[UNIMOD:995],130.05265,E[UNIMOD:994],130.039625
Q[UNIMOD:995]->N[UNIMOD:35],Q[UNIMOD:995],130.05265,N[UNIMOD:35],130.037845
Q[UNIMOD:995]->S[UNIMOD:5],Q[UNIMOD:995],130.05265,S[UNIMOD:5],130.037844
K[UNIMOD:995]->Q[UNIMOD:995],K[UNIMOD:995],130.08902999999998,Q[UNIMOD:995],130.05265
K[UNIMOD:995]->E[UNIMOD:994],K[UNIMOD:995],130.08902999999998,E[UNIMOD:994],130.039625
D[UNIMOD:35]->S[UNIMOD:327],D[UNIMOD:35],131.021855,S[UNIMOD:327],131.04048600000002
D[UNIMOD:35]->Q[UNIMOD:366],D[UNIMOD:35],131.021855,Q[UNIMOD:366],131.046841
D[UNIMOD:35]->V[UNIMOD:425],D[UNIMOD:35],131.021855,V[UNIMOD:425],131.05823900000001
S[UNIMOD:327]->Q[UNIMOD:366],S[UNIMOD:327],131.04048600000002,Q[UNIMOD:366],131.046841
S[UNIMOD:327]->V[UNIMOD:425],S[UNIMOD:327],131.04048600000002,V[UNIMOD:425],131.05823900000001
S[UNIMOD:327]->D[UNIMOD:35],S[UNIMOD:327],131.04048600000002,D[UNIMOD:35],131.021855
Q[UNIMOD:366]->V[UNIMOD:425],Q[UNIMOD:366],131.046841,V[UNIMOD:425],131.05823900000001
Q[UNIMOD:366]->S[UNIMOD:327],Q[UNIMOD:366],131.046841,S[UNIMOD:327],131.04048600000002
Q[UNIMOD:366]->D[UNIMOD:35],Q[UNIMOD:366],131.046841,D[UNIMOD:35],131.021855
V[UNIMOD:425]->Q[UNIMOD:366],V[UNIMOD:425],131.05823900000001,Q[UNIMOD:366],131.046841
V[UNIMOD:425]->S[UNIMOD:327],V[UNIMOD:425],131.05823900000001,S[UNIMOD:327],131.04048600000002
V[UNIMOD:425]->D[UNIMOD:35],V[UNIMOD:425],131.05823900000001,D[UNIMOD:35],131.021855
C[UNIMOD:275]->M[UNIMOD:994],C[UNIMOD:275],131.999354,M[UNIMOD:994],132.03752500000002
M[UNIMOD:994]->D[UNIMOD:298],M[UNIMOD:994],132.03752500000002,D[UNIMOD:298],132.06142
M[UNIMOD:994]->S[UNIMOD:56],M[UNIMOD:994],132.03752500000002,S[UNIMOD:56],132.061425
M[UNIMOD:994]->C[UNIMOD:275],M[UNIMOD:994],132.03752500000002,C[UNIMOD:275],131.999354
D[UNIMOD:298]->S[UNIMOD:56],D[UNIMOD:298],132.06142,S[UNIMOD:56],132.061425
D[UNIMOD:298]->K[UNIMOD:1787],D[UNIMOD:298],132.06142,K[UNIMOD:1787],132.09573999999998
D[UNIMOD:298]->M[UNIMOD:994],D[UNIMOD:298],132.06142,M[UNIMOD:994],132.03752500000002
S[UNIMOD:56]->K[UNIMOD:1787],S[UNIMOD:56],132.061425,K[UNIMOD:1787],132.09573999999998
S[UNIMOD:56]->D[UNIMOD:298],S[UNIMOD:56],132.061425,D[UNIMOD:298],132.06142
S[UNIMOD:56]->M[UNIMOD:994],S[UNIMOD:56],132.061425,M[UNIMOD:994],132.03752500000002
K[UNIMOD:1787]->K[UNIMOD:481],K[UNIMOD:1787],132.09573999999998,K[UNIMOD:481],132.12006699999998
